Nacional	Comunidades y Ciudades Autónomas	Covid-19	Sexo	Edad	Total
Total nacional	Castilla y León	Otras causas	Total	De 90 a 94 años	6.082
Total nacional	Castilla y León	Otras causas	Total	95 y más años	3.562
Total nacional	Castilla y León	Otras causas	Hombres	Total	14.485
Total nacional	Castilla y León	Otras causas	Hombres	De 0 a 49 años	418
Total nacional	Castilla y León	Otras causas	Hombres	De 50 a 54 años	347
Total nacional	Castilla y León	Otras causas	Hombres	De 55 a 59 años	555
Total nacional	Castilla y León	Otras causas	Hombres	De 60 a 64 años	742
Total nacional	Castilla y León	Otras causas	Hombres	De 65 a 69 años	1.014
Total nacional	Castilla y León	Otras causas	Hombres	De 70 a 74 años	1.249
Total nacional	Castilla y León	Otras causas	Hombres	De 75 a 79 años	1.591
Total nacional	Castilla y León	Otras causas	Hombres	De 80 a 84 años	2.144
Total nacional	Castilla y León	Otras causas	Hombres	De 85 a 89 años	3.094
Total nacional	Castilla y León	Otras causas	Hombres	De 90 a 94 años	2.316
Total nacional	Castilla y León	Otras causas	Hombres	95 y más años	1.015
Total nacional	Castilla y León	Otras causas	Mujeres	Total	14.325
Total nacional	Castilla y León	Otras causas	Mujeres	De 0 a 49 años	238
Total nacional	Castilla y León	Otras causas	Mujeres	De 50 a 54 años	163
Total nacional	Castilla y León	Otras causas	Mujeres	De 55 a 59 años	226
Total nacional	Castilla y León	Otras causas	Mujeres	De 60 a 64 años	352
Total nacional	Castilla y León	Otras causas	Mujeres	De 65 a 69 años	394
Total nacional	Castilla y León	Otras causas	Mujeres	De 70 a 74 años	599
Total nacional	Castilla y León	Otras causas	Mujeres	De 75 a 79 años	923
Total nacional	Castilla y León	Otras causas	Mujeres	De 80 a 84 años	1.716
Total nacional	Castilla y León	Otras causas	Mujeres	De 85 a 89 años	3.401
Total nacional	Castilla y León	Otras causas	Mujeres	De 90 a 94 años	3.766
Total nacional	Castilla y León	Otras causas	Mujeres	95 y más años	2.547
Total nacional	Castilla-La Mancha	Total	Total	Total	26.240
Total nacional	Castilla-La Mancha	Total	Total	De 0 a 49 años	675
Total nacional	Castilla-La Mancha	Total	Total	De 50 a 54 años	468
Total nacional	Castilla-La Mancha	Total	Total	De 55 a 59 años	668
Total nacional	Castilla-La Mancha	Total	Total	De 60 a 64 años	977
Total nacional	Castilla-La Mancha	Total	Total	De 65 a 69 años	1.258
Total nacional	Castilla-La Mancha	Total	Total	De 70 a 74 años	1.774
Total nacional	Castilla-La Mancha	Total	Total	De 75 a 79 años	2.516
Total nacional	Castilla-La Mancha	Total	Total	De 80 a 84 años	4.064
Total nacional	Castilla-La Mancha	Total	Total	De 85 a 89 años	6.153
Total nacional	Castilla-La Mancha	Total	Total	De 90 a 94 años	5.332
Total nacional	Castilla-La Mancha	Total	Total	95 y más años	2.355
Total nacional	Castilla-La Mancha	Total	Hombres	Total	13.446
Total nacional	Castilla-La Mancha	Total	Hombres	De 0 a 49 años	450
Total nacional	Castilla-La Mancha	Total	Hombres	De 50 a 54 años	331
Total nacional	Castilla-La Mancha	Total	Hombres	De 55 a 59 años	461
Total nacional	Castilla-La Mancha	Total	Hombres	De 60 a 64 años	677
Total nacional	Castilla-La Mancha	Total	Hombres	De 65 a 69 años	873
Total nacional	Castilla-La Mancha	Total	Hombres	De 70 a 74 años	1.175
Total nacional	Castilla-La Mancha	Total	Hombres	De 75 a 79 años	1.555
Total nacional	Castilla-La Mancha	Total	Hombres	De 80 a 84 años	2.131
Total nacional	Castilla-La Mancha	Total	Hombres	De 85 a 89 años	2.890
Total nacional	Castilla-La Mancha	Total	Hombres	De 90 a 94 años	2.131
Total nacional	Castilla-La Mancha	Total	Hombres	95 y más años	772
Total nacional	Castilla-La Mancha	Total	Mujeres	Total	12.794
Total nacional	Castilla-La Mancha	Total	Mujeres	De 0 a 49 años	225
Total nacional	Castilla-La Mancha	Total	Mujeres	De 50 a 54 años	137
Total nacional	Castilla-La Mancha	Total	Mujeres	De 55 a 59 años	207
Total nacional	Castilla-La Mancha	Total	Mujeres	De 60 a 64 años	300
Total nacional	Castilla-La Mancha	Total	Mujeres	De 65 a 69 años	385
Total nacional	Castilla-La Mancha	Total	Mujeres	De 70 a 74 años	599
Total nacional	Castilla-La Mancha	Total	Mujeres	De 75 a 79 años	961
Total nacional	Castilla-La Mancha	Total	Mujeres	De 80 a 84 años	1.933
Total nacional	Castilla-La Mancha	Total	Mujeres	De 85 a 89 años	3.263
Total nacional	Castilla-La Mancha	Total	Mujeres	De 90 a 94 años	3.201
Total nacional	Castilla-La Mancha	Total	Mujeres	95 y más años	1.583
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	Total	4.817
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 0 a 49 años	60
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 50 a 54 años	55
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 55 a 59 años	83
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 60 a 64 años	182
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 65 a 69 años	270
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 70 a 74 años	402
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 75 a 79 años	597
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 80 a 84 años	794
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 85 a 89 años	1.191
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	De 90 a 94 años	862
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Total	95 y más años	321
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	Total	2.658
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 0 a 49 años	36
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 50 a 54 años	42
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 55 a 59 años	50
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 60 a 64 años	128
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 65 a 69 años	185
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 70 a 74 años	278
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 75 a 79 años	384
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 80 a 84 años	437
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 85 a 89 años	603
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	De 90 a 94 años	390
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Hombres	95 y más años	125
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	Total	2.159
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	24
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	13
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	33
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	54
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	85
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	124
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	213
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	357
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	588
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	472
Total nacional	Castilla-La Mancha	Covid-19 Virus identificado	Mujeres	95 y más años	196
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	Total	1.683
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	11
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	13
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	18
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	36
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	44
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	77
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	137
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	266
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	450
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	429
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	202
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	795
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	6
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	9
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	12
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	24
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	33
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	54
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	86
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	137
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	198
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	165
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	71
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	888
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	5
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	4
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	6
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	12
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	11
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	23
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	51
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	129
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	252
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	264
Total nacional	Castilla-La Mancha	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	131
Total nacional	Castilla-La Mancha	Otras causas	Total	Total	19.740
Total nacional	Castilla-La Mancha	Otras causas	Total	De 0 a 49 años	604
Total nacional	Castilla-La Mancha	Otras causas	Total	De 50 a 54 años	400
Total nacional	Castilla-La Mancha	Otras causas	Total	De 55 a 59 años	567
Total nacional	Castilla-La Mancha	Otras causas	Total	De 60 a 64 años	759
Total nacional	Castilla-La Mancha	Otras causas	Total	De 65 a 69 años	944
Total nacional	Castilla-La Mancha	Otras causas	Total	De 70 a 74 años	1.295
Total nacional	Castilla-La Mancha	Otras causas	Total	De 75 a 79 años	1.782
Total nacional	Castilla-La Mancha	Otras causas	Total	De 80 a 84 años	3.004
Total nacional	Castilla-La Mancha	Otras causas	Total	De 85 a 89 años	4.512
Total nacional	Castilla-La Mancha	Otras causas	Total	De 90 a 94 años	4.041
Total nacional	Castilla-La Mancha	Otras causas	Total	95 y más años	1.832
Total nacional	Castilla-La Mancha	Otras causas	Hombres	Total	9.993
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 0 a 49 años	408
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 50 a 54 años	280
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 55 a 59 años	399
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 60 a 64 años	525
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 65 a 69 años	655
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 70 a 74 años	843
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 75 a 79 años	1.085
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 80 a 84 años	1.557
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 85 a 89 años	2.089
Total nacional	Castilla-La Mancha	Otras causas	Hombres	De 90 a 94 años	1.576
Total nacional	Castilla-La Mancha	Otras causas	Hombres	95 y más años	576
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	Total	9.747
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 0 a 49 años	196
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 50 a 54 años	120
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 55 a 59 años	168
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 60 a 64 años	234
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 65 a 69 años	289
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 70 a 74 años	452
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 75 a 79 años	697
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 80 a 84 años	1.447
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 85 a 89 años	2.423
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	De 90 a 94 años	2.465
Total nacional	Castilla-La Mancha	Otras causas	Mujeres	95 y más años	1.256
Total nacional	Cataluña	Total	Total	Total	79.780
Total nacional	Cataluña	Total	Total	De 0 a 49 años	2.581
Total nacional	Cataluña	Total	Total	De 50 a 54 años	1.644
Total nacional	Cataluña	Total	Total	De 55 a 59 años	2.365
Total nacional	Cataluña	Total	Total	De 60 a 64 años	3.351
Total nacional	Cataluña	Total	Total	De 65 a 69 años	4.312
Total nacional	Cataluña	Total	Total	De 70 a 74 años	6.168
Total nacional	Cataluña	Total	Total	De 75 a 79 años	8.366
Total nacional	Cataluña	Total	Total	De 80 a 84 años	11.767
Total nacional	Cataluña	Total	Total	De 85 a 89 años	17.330
Total nacional	Cataluña	Total	Total	De 90 a 94 años	14.513
Total nacional	Cataluña	Total	Total	95 y más años	7.383
Total nacional	Cataluña	Total	Hombres	Total	39.846
Total nacional	Cataluña	Total	Hombres	De 0 a 49 años	1.659
Total nacional	Cataluña	Total	Hombres	De 50 a 54 años	1.077
Total nacional	Cataluña	Total	Hombres	De 55 a 59 años	1.532
Total nacional	Cataluña	Total	Hombres	De 60 a 64 años	2.294
Total nacional	Cataluña	Total	Hombres	De 65 a 69 años	2.916
Total nacional	Cataluña	Total	Hombres	De 70 a 74 años	4.017
Total nacional	Cataluña	Total	Hombres	De 75 a 79 años	5.158
Total nacional	Cataluña	Total	Hombres	De 80 a 84 años	6.286
Total nacional	Cataluña	Total	Hombres	De 85 a 89 años	7.833
Total nacional	Cataluña	Total	Hombres	De 90 a 94 años	5.214
Total nacional	Cataluña	Total	Hombres	95 y más años	1.860
Total nacional	Cataluña	Total	Mujeres	Total	39.934
Total nacional	Cataluña	Total	Mujeres	De 0 a 49 años	922
Total nacional	Cataluña	Total	Mujeres	De 50 a 54 años	567
Total nacional	Cataluña	Total	Mujeres	De 55 a 59 años	833
Total nacional	Cataluña	Total	Mujeres	De 60 a 64 años	1.057
Total nacional	Cataluña	Total	Mujeres	De 65 a 69 años	1.396
Total nacional	Cataluña	Total	Mujeres	De 70 a 74 años	2.151
Total nacional	Cataluña	Total	Mujeres	De 75 a 79 años	3.208
Total nacional	Cataluña	Total	Mujeres	De 80 a 84 años	5.481
Total nacional	Cataluña	Total	Mujeres	De 85 a 89 años	9.497
Total nacional	Cataluña	Total	Mujeres	De 90 a 94 años	9.299
Total nacional	Cataluña	Total	Mujeres	95 y más años	5.523
Total nacional	Cataluña	Covid-19 Virus identificado	Total	Total	12.871
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 0 a 49 años	130
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 50 a 54 años	139
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 55 a 59 años	237
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 60 a 64 años	396
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 65 a 69 años	656
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 70 a 74 años	1.025
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 75 a 79 años	1.582
Total nacional	Cataluña	Covid-19 Virus identificado	Total	De 80 a 84 años	2.249
